_symbol,_timestamp,_open,_high,_low,_close,_volume,_trade_count,_vwap
META,2023-01-09 05:00:00+00:00,131.16,132.95,129.28,129.47,28716578.0,275767.0,130.778163
META,2023-01-10 05:00:00+00:00,127.27,133.44,127.15,132.99,31414556.0,276108.0,131.732787
META,2023-01-11 05:00:00+00:00,130.96,133.8494,130.34,132.89,27395864.0,241807.0,132.519716
META,2023-01-12 05:00:00+00:00,133.44,137.6781,131.76,136.71,32665515.0,293579.0,135.526141
META,2023-01-13 05:00:00+00:00,134.97,137.39,134.835,136.98,23715062.0,219175.0,136.480871
META,2023-01-17 05:00:00+00:00,136.176,136.75,134.25,135.36,23281819.0,219984.0,135.518642
META,2023-01-18 05:00:00+00:00,135.81,137.25,132.8,133.02,22222410.0,207613.0,134.204909
META,2023-01-19 05:00:00+00:00,132.49,137.45,132.14,136.15,30285961.0,239621.0,135.517722
META,2023-01-20 05:00:00+00:00,135.89,139.94,134.61,139.37,31196483.0,254757.0,138.164942
META,2023-01-23 05:00:00+00:00,139.29,143.76,138.66,143.27,29670749.0,257226.0,142.297972
META,2023-01-24 05:00:00+00:00,141.69,145.0,141.36,143.14,23480247.0,242490.0,143.534116
META,2023-01-25 05:00:00+00:00,141.22,143.17,140.31,141.5,28222094.0,240991.0,141.830125
META,2023-01-26 05:00:00+00:00,144.4,147.51,143.3,147.3,27434397.0,266228.0,145.880871
META,2023-01-27 05:00:00+00:00,148.237,153.19,147.39,151.74,37678108.0,372467.0,150.920194
META,2023-01-30 05:00:00+00:00,149.405,151.1233,146.95,147.06,29734518.0,290554.0,148.265455
META,2023-01-31 05:00:00+00:00,147.95,149.88,147.52,148.97,32712207.0,277704.0,148.414621
META,2023-02-01 05:00:00+00:00,148.03,153.58,147.06,153.12,57840358.0,582467.0,159.601947
META,2023-02-02 05:00:00+00:00,183.38,197.16,180.16,188.77,154679403.0,1363518.0,188.253661
META,2023-02-03 05:00:00+00:00,183.465,196.77,182.89,186.53,79576538.0,730090.0,190.426578
META,2023-02-06 05:00:00+00:00,186.53,190.7,185.5156,186.06,44709418.0,401073.0,187.555546
META,2023-02-07 05:00:00+00:00,185.575,193.7799,184.4,191.62,49929129.0,418652.0,189.638391
META,2023-02-08 05:00:00+00:00,190.0,190.83,182.92,183.43,38724009.0,370855.0,185.485219
META,2023-02-09 05:00:00+00:00,186.13,186.65,177.27,177.92,38799953.0,374962.0,180.933537
META,2023-02-10 05:00:00+00:00,176.3534,178.89,173.35,174.15,35297643.0,332297.0,175.599452
META,2023-02-13 05:00:00+00:00,178.215,181.0,175.82,179.43,34143638.0,300172.0,179.113256
META,2023-02-14 05:00:00+00:00,177.16,181.5064,175.88,179.48,26423869.0,243817.0,179.434125
META,2023-02-15 05:00:00+00:00,176.415,178.19,175.33,177.16,26906208.0,267647.0,176.727374
META,2023-02-16 05:00:00+00:00,172.75,175.85,171.79,172.44,27799591.0,296823.0,173.794285
META,2023-02-17 05:00:00+00:00,170.22,173.18,169.7,172.88,26368583.0,242950.0,171.748191
META,2023-02-21 05:00:00+00:00,174.31,178.17,171.88,172.08,36507596.0,333939.0,173.777098
META,2023-02-22 05:00:00+00:00,171.07,172.755,169.69,171.12,24044524.0,220311.0,171.29747
META,2023-02-23 05:00:00+00:00,172.0,173.69,169.38,172.04,21655181.0,211274.0,171.809573
META,2023-02-24 05:00:00+00:00,168.64,170.72,167.66,170.39,21404393.0,219182.0,169.449862
META,2023-02-27 05:00:00+00:00,171.875,173.12,169.06,169.54,21336107.0,208267.0,170.253579
META,2023-02-28 05:00:00+00:00,171.9,177.55,171.87,174.94,50311079.0,405132.0,175.249067
META,2023-03-01 05:00:00+00:00,174.59,177.85,173.05,173.42,31189475.0,304333.0,175.46376
META,2023-03-02 05:00:00+00:00,172.38,175.01,171.43,174.53,18635265.0,192220.0,173.379557
META,2023-03-03 05:00:00+00:00,178.92,186.62,177.05,185.25,48172575.0,423340.0,183.528331
META,2023-03-06 05:00:00+00:00,188.0,189.66,184.64,184.9,34658836.0,313790.0,186.902679
META,2023-03-07 05:00:00+00:00,189.0,190.36,184.01,184.51,38715280.0,358007.0,186.26956
META,2023-03-08 05:00:00+00:00,182.87,185.26,181.34,184.97,20461448.0,217710.0,183.488568
META,2023-03-09 05:00:00+00:00,186.35,188.93,180.3,181.69,28626904.0,274794.0,184.077578
META,2023-03-10 05:00:00+00:00,181.01,184.77,178.8,179.51,27042322.0,281925.0,181.251391
META,2023-03-13 04:00:00+00:00,177.96,183.78,174.82,180.9,26374933.0,300959.0,180.869023
META,2023-03-14 04:00:00+00:00,187.58,194.32,186.56,194.02,44033961.0,444590.0,191.597208
META,2023-03-15 04:00:00+00:00,192.95,197.78,190.8351,197.75,44194137.0,441149.0,194.602766
META,2023-03-16 04:00:00+00:00,198.26,205.76,196.0886,204.93,53608605.0,503319.0,200.76202
META,2023-03-17 04:00:00+00:00,200.56,201.9,195.4304,195.61,62459635.0,416472.0,197.481831
META,2023-03-20 04:00:00+00:00,198.48,199.36,193.64,197.81,25422382.0,280105.0,196.664322
META,2023-03-21 04:00:00+00:00,203.2,203.55,197.95,202.16,33451458.0,335802.0,200.731582
META,2023-03-22 04:00:00+00:00,202.5,207.37,199.67,199.81,29719192.0,295937.0,203.239624
META,2023-03-23 04:00:00+00:00,202.84,207.88,202.15,204.28,27558564.0,302619.0,205.234217
META,2023-03-24 04:00:00+00:00,205.18,207.58,203.55,206.01,29378250.0,296669.0,205.510454
META,2023-03-27 04:00:00+00:00,204.81,205.86,201.36,202.84,20161889.0,231618.0,203.31072
META,2023-03-28 04:00:00+00:00,200.15,201.03,197.9,200.68,20190973.0,220762.0,199.640487
META,2023-03-29 04:00:00+00:00,203.56,205.72,202.5355,205.35,20444619.0,205247.0,204.439776
META,2023-03-30 04:00:00+00:00,203.38,208.09,202.82,207.84,23580628.0,258404.0,206.689657
META,2023-03-31 04:00:00+00:00,207.24,212.17,206.77,211.94,25607425.0,278557.0,210.236289
META,2023-04-03 04:00:00+00:00,208.84,213.4861,208.2,213.07,19279424.0,223357.0,211.23316
META,2023-04-04 04:00:00+00:00,213.39,216.24,212.54,214.72,23260234.0,240305.0,214.249489
META,2023-04-05 04:00:00+00:00,214.15,215.19,209.94,211.48,21073564.0,238381.0,211.933117
META,2023-04-06 04:00:00+00:00,209.25,216.94,208.65,216.1,27745757.0,289178.0,214.10113
META,2023-04-10 04:00:00+00:00,214.71,215.66,210.66,214.75,17068527.0,210351.0,213.442755
META,2023-04-11 04:00:00+00:00,215.48,216.02,213.41,213.85,16907922.0,202173.0,214.735869
META,2023-04-12 04:00:00+00:00,214.835,216.84,212.584,214.0,19164554.0,223609.0,214.898651
META,2023-04-13 04:00:00+00:00,215.73,221.15,215.69,220.35,23460010.0,261110.0,219.185131
META,2023-04-14 04:00:00+00:00,217.88,222.11,217.55,221.49,22913978.0,244578.0,220.212178
META,2023-04-17 04:00:00+00:00,219.79,220.979,217.13,218.86,15636125.0,207209.0,219.029903
META,2023-04-18 04:00:00+00:00,219.91,220.44,216.21,217.89,13371822.0,179976.0,217.991504
META,2023-04-19 04:00:00+00:00,213.472,217.33,212.93,215.7,16831139.0,211083.0,215.475451
META,2023-04-20 04:00:00+00:00,213.48,216.75,212.77,213.07,18053501.0,200687.0,214.323401
META,2023-04-21 04:00:00+00:00,210.21,213.41,209.58,212.89,18106728.0,203661.0,211.916038
META,2023-04-24 04:00:00+00:00,213.675,213.92,210.71,212.79,15899274.0,168366.0,212.512207
META,2023-04-25 04:00:00+00:00,210.815,211.26,207.13,207.55,21152247.0,226885.0,209.076451
META,2023-04-26 04:00:00+00:00,212.5,214.11,208.88,209.4,42951151.0,509869.0,216.616091
META,2023-04-27 04:00:00+00:00,239.89,241.685,236.77,238.56,74323864.0,856609.0,239.378001
META,2023-04-28 04:00:00+00:00,239.01,240.43,235.75,240.32,40032108.0,450444.0,238.480045
META,2023-05-01 04:00:00+00:00,238.615,244.0,236.46,243.18,30757502.0,314427.0,240.510891
META,2023-05-02 04:00:00+00:00,243.18,244.92,238.99,239.24,26129118.0,266264.0,240.662096
META,2023-05-03 04:00:00+00:00,239.47,241.75,232.75,237.03,35776528.0,380622.0,237.970568
META,2023-05-04 04:00:00+00:00,236.06,238.2,232.9264,233.52,19088480.0,234870.0,235.505219
META,2023-05-05 04:00:00+00:00,232.24,234.68,229.85,232.78,27234428.0,312520.0,231.898053
META,2023-05-08 04:00:00+00:00,231.415,235.62,230.27,233.27,17259720.0,200707.0,232.897311
META,2023-05-09 04:00:00+00:00,231.46,235.88,231.08,233.37,18084062.0,192451.0,233.738109
META,2023-05-10 04:00:00+00:00,236.17,236.75,230.72,233.08,19119007.0,228573.0,233.521866
META,2023-05-11 04:00:00+00:00,233.05,238.21,232.3,235.79,20615373.0,227956.0,236.522609
META,2023-05-12 04:00:00+00:00,236.74,236.9599,231.45,233.81,17574784.0,211393.0,233.811567
META,2023-05-15 04:00:00+00:00,236.92,240.255,235.33,238.86,21702609.0,246664.0,238.29982
META,2023-05-16 04:00:00+00:00,235.79,239.635,235.52,238.82,19130835.0,221866.0,238.113804
META,2023-05-17 04:00:00+00:00,238.45,243.8423,238.14,242.485,22725118.0,249595.0,241.590788
META,2023-05-18 04:00:00+00:00,241.3,247.0881,241.19,246.85,24549922.0,279545.0,244.25501
META,2023-05-19 04:00:00+00:00,247.47,248.69,243.41,245.64,22155369.0,261752.0,245.472311
META,2023-05-22 04:00:00+00:00,245.41,253.57,245.12,248.32,29571316.0,321437.0,249.924453
META,2023-05-23 04:00:00+00:00,246.81,251.61,246.65,246.74,19084989.0,233826.0,248.452508
META,2023-05-24 04:00:00+00:00,245.28,249.5892,244.952,249.21,17893043.0,215119.0,247.484996
META,2023-05-25 04:00:00+00:00,253.4,255.62,249.17,252.69,22711494.0,280070.0,252.86918
META,2023-05-26 04:00:00+00:00,252.93,262.3107,252.71,262.04,28161287.0,322425.0,259.389164
META,2023-05-30 04:00:00+00:00,265.25,268.65,261.29,262.52,26135087.0,336175.0,264.4314
META,2023-05-31 04:00:00+00:00,260.0,265.0,258.45,264.72,25737870.0,258028.0,263.414846
META,2023-06-01 04:00:00+00:00,265.9,274.0,265.89,272.61,27177616.0,340904.0,271.067938
META,2023-06-02 04:00:00+00:00,272.66,275.35,271.12,272.61,24883503.0,353476.0,273.182787
META,2023-06-05 04:00:00+00:00,270.3,275.57,269.56,271.39,20746149.0,277498.0,272.51498
META,2023-06-06 04:00:00+00:00,270.14,276.57,269.69,271.12,19419094.0,263836.0,273.4325
META,2023-06-07 04:00:00+00:00,271.67,274.25,262.8,263.6,29968173.0,331926.0,267.158614
META,2023-06-08 04:00:00+00:00,260.62,267.65,258.88,264.58,20903992.0,265071.0,264.317838
META,2023-06-09 04:00:00+00:00,262.48,267.949,261.7,264.95,16947409.0,239871.0,265.074924
META,2023-06-12 04:00:00+00:00,267.17,271.75,265.33,271.05,15476101.0,215174.0,269.285807
META,2023-06-13 04:00:00+00:00,274.88,275.72,269.0923,271.32,16163523.0,237418.0,272.018715
META,2023-06-14 04:00:00+00:00,271.89,274.99,268.315,273.35,19170634.0,242400.0,272.523178
META,2023-06-15 04:00:00+00:00,272.3,283.99,271.42,281.83,25971216.0,329421.0,279.455416
META,2023-06-16 04:00:00+00:00,284.75,287.85,280.13,281.0,43111162.0,372181.0,282.901279
META,2023-06-20 04:00:00+00:00,278.73,284.8,276.22,284.33,20702188.0,256104.0,281.867009
META,2023-06-21 04:00:00+00:00,283.53,284.0,278.36,281.64,20555238.0,232866.0,281.104553
META,2023-06-22 04:00:00+00:00,279.08,285.26,277.79,284.88,17569181.0,225390.0,281.953688
META,2023-06-23 04:00:00+00:00,281.51,289.67,278.95,288.73,51606949.0,344837.0,287.18853
META,2023-06-26 04:00:00+00:00,288.7,289.79,277.6,278.47,24236310.0,321525.0,282.433487
META,2023-06-27 04:00:00+00:00,282.01,289.345,280.655,287.05,26118345.0,327467.0,285.601499
META,2023-06-28 04:00:00+00:00,284.82,289.55,284.06,285.29,16725692.0,248701.0,286.135561
META,2023-06-29 04:00:00+00:00,284.5,286.57,280.69,281.53,15395701.0,216275.0,282.819601
META,2023-06-30 04:00:00+00:00,284.76,289.05,284.415,286.98,19227968.0,255407.0,287.152285
META,2023-07-03 04:00:00+00:00,286.7,289.39,284.8499,286.02,8594399.0,137979.0,286.64974
META,2023-07-05 04:00:00+00:00,287.65,298.12,286.36,294.37,33891760.0,423330.0,294.679246
META,2023-07-06 04:00:00+00:00,295.885,298.12,291.31,291.99,47747288.0,542495.0,294.394068
META,2023-07-07 04:00:00+00:00,292.18,296.2,288.66,290.53,25585976.0,349870.0,291.993465
META,2023-07-10 04:00:00+00:00,295.55,298.13,287.05,294.1,37115642.0,420664.0,292.59534
META,2023-07-11 04:00:00+00:00,293.9,300.18,291.9,298.29,28141469.0,339276.0,296.798166
META,2023-07-12 04:00:00+00:00,301.745,309.45,300.1004,309.34,36684365.0,456218.0,306.517207
META,2023-07-13 04:00:00+00:00,313.62,316.24,310.2901,313.41,30286092.0,401779.0,313.651977
META,2023-07-14 04:00:00+00:00,311.79,314.88,307.3612,308.87,23054429.0,328632.0,311.338369
META,2023-07-17 04:00:00+00:00,307.54,311.71,304.71,310.62,25324626.0,336265.0,308.231599
META,2023-07-18 04:00:00+00:00,310.875,314.2,307.6188,312.05,20766944.0,292746.0,310.961364
META,2023-07-19 04:00:00+00:00,313.03,318.68,310.52,316.01,21775436.0,327691.0,315.116542
META,2023-07-20 04:00:00+00:00,313.5,315.54,302.22,302.52,23853300.0,373761.0,306.735005
META,2023-07-21 04:00:00+00:00,304.57,305.46,291.2,294.26,42348490.0,470646.0,296.075666
META,2023-07-24 04:00:00+00:00,295.78,297.52,288.3001,291.61,24950325.0,334918.0,291.940488
META,2023-07-25 04:00:00+00:00,295.19,298.3,291.86,294.47,19609665.0,270104.0,294.868577
META,2023-07-26 04:00:00+00:00,301.19,301.77,291.9,298.57,47613320.0,676820.0,302.896851
META,2023-07-27 04:00:00+00:00,325.12,325.35,309.84,311.71,64258756.0,815035.0,318.508059
META,2023-07-28 04:00:00+00:00,316.875,326.2,314.2481,325.48,39220272.0,489889.0,322.794292
META,2023-07-31 04:00:00+00:00,323.69,325.6599,317.59,318.6,27124314.0,355642.0,320.995405
META,2023-08-01 04:00:00+00:00,317.535,324.14,314.66,322.71,22904120.0,318091.0,320.872255
META,2023-08-02 04:00:00+00:00,318.0,318.39,310.65,314.31,20463950.0,316494.0,314.634147
META,2023-08-03 04:00:00+00:00,309.93,315.9499,309.93,313.19,15220144.0,230993.0,313.774151
META,2023-08-04 04:00:00+00:00,314.96,318.41,310.2,310.73,17612764.0,245098.0,313.443414
META,2023-08-07 04:00:00+00:00,313.23,317.07,310.46,316.56,16239098.0,230424.0,314.200245
META,2023-08-08 04:00:00+00:00,314.4,317.89,310.11,312.64,15185665.0,233125.0,312.898387
META,2023-08-09 04:00:00+00:00,312.88,313.63,302.85,305.21,19960488.0,283562.0,306.872601
META,2023-08-10 04:00:00+00:00,307.94,312.339,303.87,305.74,14359220.0,211349.0,307.8609
META,2023-08-11 04:00:00+00:00,302.57,304.72,300.36,301.64,14046252.0,222404.0,302.149036
META,2023-08-14 04:00:00+00:00,300.98,306.21,298.25,306.19,15646226.0,206215.0,303.05412
META,2023-08-15 04:00:00+00:00,306.14,307.23,300.03,301.95,11625751.0,171706.0,302.922135
META,2023-08-16 04:00:00+00:00,300.195,301.08,294.28,294.29,18554020.0,261595.0,297.299864
META,2023-08-17 04:00:00+00:00,293.05,296.05,284.95,285.09,23957506.0,312014.0,289.934751
META,2023-08-18 04:00:00+00:00,279.03,285.69,274.38,283.25,35347926.0,408829.0,279.874879
META,2023-08-21 04:00:00+00:00,283.45,290.5,281.85,289.9,20185392.0,240218.0,288.00342
META,2023-08-22 04:00:00+00:00,292.55,292.9,286.75,287.6,13003814.0,199508.0,289.303427
META,2023-08-23 04:00:00+00:00,288.5,297.4,287.67,294.24,18308987.0,247620.0,294.576388
META,2023-08-24 04:00:00+00:00,298.5,299.46,286.64,286.75,18363950.0,250729.0,290.520493
META,2023-08-25 04:00:00+00:00,286.13,288.386,276.03,285.5,23701445.0,326260.0,282.421251
META,2023-08-28 04:00:00+00:00,288.0,291.45,285.8,290.26,14240315.0,196319.0,288.915434
META,2023-08-29 04:00:00+00:00,288.585,299.15,288.18,297.99,20847150.0,292843.0,295.087156
META,2023-08-30 04:00:00+00:00,297.17,298.29,293.43,295.1,17719051.0,239418.0,295.858651
META,2023-08-31 04:00:00+00:00,295.8,301.1,295.66,295.89,17230293.0,211274.0,297.92343
META,2023-09-01 04:00:00+00:00,299.37,301.74,294.47,296.38,12842259.0,177580.0,296.800108
META,2023-09-05 04:00:00+00:00,297.02,301.39,295.51,300.15,14957632.0,194128.0,299.405551
META,2023-09-06 04:00:00+00:00,301.71,303.3,295.66,299.17,15419327.0,217280.0,298.865136
META,2023-09-07 04:00:00+00:00,298.0,307.0499,292.22,298.67,33750843.0,391109.0,299.672175
META,2023-09-08 04:00:00+00:00,299.22,305.25,296.78,297.89,17572205.0,210420.0,300.381783
META,2023-09-11 04:00:00+00:00,301.41,309.04,301.28,307.56,19494010.0,261618.0,305.590004
META,2023-09-12 04:00:00+00:00,306.33,308.6599,300.23,301.66,13740654.0,204359.0,302.940803
META,2023-09-13 04:00:00+00:00,302.36,307.18,301.3206,305.06,13213308.0,182526.0,304.842036
META,2023-09-14 04:00:00+00:00,306.74,312.87,305.03,311.72,19344375.0,236255.0,310.116932
META,2023-09-15 04:00:00+00:00,311.61,312.0,298.75,300.31,28131141.0,308109.0,303.338006
META,2023-09-18 04:00:00+00:00,298.19,303.6,297.8,302.55,14236316.0,177499.0,301.710433
META,2023-09-19 04:00:00+00:00,302.48,306.17,299.81,305.07,15932580.0,214709.0,303.386493
META,2023-09-20 04:00:00+00:00,305.05,308.06,299.43,299.67,19382247.0,203808.0,303.183307
META,2023-09-21 04:00:00+00:00,295.7,300.2566,293.27,295.73,21323668.0,277434.0,296.596032
META,2023-09-22 04:00:00+00:00,299.3,305.38,298.27,299.08,25369592.0,291200.0,301.5116
META,2023-09-25 04:00:00+00:00,295.64,300.95,293.7,300.83,18990339.0,223085.0,298.669396
META,2023-09-26 04:00:00+00:00,297.66,300.2999,296.0101,298.96,19428697.0,252292.0,298.479468
META,2023-09-27 04:00:00+00:00,300.45,301.2997,286.79,297.74,36439188.0,442141.0,296.108463
META,2023-09-28 04:00:00+00:00,298.935,306.3299,296.7,303.96,22280819.0,275739.0,302.876214
META,2023-09-29 04:00:00+00:00,307.38,310.64,299.36,300.21,25373696.0,291280.0,303.84266
META,2023-10-02 04:00:00+00:00,302.74,307.18,301.63,306.82,16268037.0,226409.0,304.849716
META,2023-10-03 04:00:00+00:00,304.26,306.77,299.64,300.94,17366753.0,253138.0,301.672215
META,2023-10-04 04:00:00+00:00,298.725,306.9,298.5,305.58,16881128.0,229656.0,303.64086
META,2023-10-05 04:00:00+00:00,304.625,306.208,299.5,304.79,19132984.0,256822.0,302.525307
META,2023-10-06 04:00:00+00:00,301.44,316.31,300.9148,315.43,21803857.0,302134.0,310.318731
META,2023-10-09 04:00:00+00:00,312.5,320.33,311.82,318.36,22511160.0,305645.0,317.52869
META,2023-10-10 04:00:00+00:00,319.12,324.66,318.16,321.84,19045502.0,262217.0,321.649275
META,2023-10-11 04:00:00+00:00,323.005,328.835,322.95,327.82,22039196.0,279908.0,326.455086
META,2023-10-12 04:00:00+00:00,328.0,330.54,322.69,324.16,20544548.0,287848.0,326.784108
META,2023-10-13 04:00:00+00:00,323.53,325.0502,312.37,314.69,21360792.0,323807.0,316.95386
META,2023-10-16 04:00:00+00:00,318.64,321.82,315.52,321.15,16538498.0,222847.0,319.81235
META,2023-10-17 04:00:00+00:00,318.18,324.4,317.3,324.0,16389030.0,230312.0,322.218895
META,2023-10-18 04:00:00+00:00,321.39,325.94,315.56,316.97,16855404.0,235064.0,319.828241
META,2023-10-19 04:00:00+00:00,319.875,321.89,311.7504,312.81,18714204.0,266120.0,316.034053
META,2023-10-20 04:00:00+00:00,314.14,315.3,306.47,308.65,22312276.0,262193.0,310.266202
META,2023-10-23 04:00:00+00:00,309.5,317.36,307.26,314.01,17803030.0,256353.0,313.764014
META,2023-10-24 04:00:00+00:00,316.78,318.35,310.63,312.55,19536910.0,270443.0,313.85395
META,2023-10-25 04:00:00+00:00,310.0,310.88,298.84,299.53,42559209.0,588762.0,303.378903
META,2023-10-26 04:00:00+00:00,295.0,295.0,279.403,288.35,66702609.0,815122.0,287.494801
META,2023-10-27 04:00:00+00:00,294.48,299.31,292.97,296.73,29596258.0,388848.0,296.238049
META,2023-10-30 04:00:00+00:00,299.09,309.3967,299.05,302.66,28436347.0,328801.0,303.898896
META,2023-10-31 04:00:00+00:00,303.31,303.68,296.86,301.27,19443331.0,227266.0,300.365975
META,2023-11-01 04:00:00+00:00,301.85,312.74,301.85,311.85,20439284.0,283445.0,308.089086
META,2023-11-02 04:00:00+00:00,317.3,318.82,308.33,310.87,21636529.0,286225.0,310.958152
META,2023-11-03 04:00:00+00:00,312.55,315.55,311.0167,314.6,16764316.0,214674.0,313.501221
META,2023-11-06 05:00:00+00:00,315.98,318.33,314.45,315.8,12889557.0,202216.0,316.174166
META,2023-11-07 05:00:00+00:00,317.06,321.0,315.12,318.82,14070078.0,211686.0,319.011338
META,2023-11-08 05:00:00+00:00,318.14,321.33,314.88,319.78,13610306.0,200472.0,318.413651
META,2023-11-09 05:00:00+00:00,319.418,324.1799,318.8,320.55,16112488.0,211031.0,320.867952
META,2023-11-10 05:00:00+00:00,319.94,329.1,319.46,328.77,19123333.0,259534.0,326.029983
META,2023-11-13 05:00:00+00:00,326.2,332.33,325.7,329.19,16911118.0,240344.0,329.79042
META,2023-11-14 05:00:00+00:00,334.54,338.1,333.33,336.31,17186733.0,283587.0,335.665416
META,2023-11-15 05:00:00+00:00,337.93,338.4,330.02,332.71,14532264.0,244845.0,333.806269
META,2023-11-16 05:00:00+00:00,329.37,334.58,326.38,334.19,18934526.0,254929.0,331.092214
META,2023-11-17 05:00:00+00:00,330.26,335.5,329.35,335.04,14519214.0,199827.0,333.731121
META,2023-11-20 05:00:00+00:00,334.89,341.87,334.19,339.97,16978077.0,253251.0,339.165041
META,2023-11-21 05:00:00+00:00,338.33,339.9015,335.9,336.98,12030585.0,179191.0,337.796644
META,2023-11-22 05:00:00+00:00,339.21,342.92,338.58,341.49,10716280.0,177706.0,341.20811
META,2023-11-24 05:00:00+00:00,340.13,341.8556,336.77,338.23,5467489.0,110117.0,338.524228
META,2023-11-27 05:00:00+00:00,336.18,339.9,334.2,334.7,15687910.0,221023.0,336.771755
META,2023-11-28 05:00:00+00:00,333.4,339.375,333.4,338.99,12638421.0,191240.0,336.530668
META,2023-11-29 05:00:00+00:00,339.69,339.9,330.78,332.2,16025215.0,241337.0,333.727043
META,2023-11-30 05:00:00+00:00,331.89,333.5,322.4037,327.15,23147791.0,276824.0,326.47961
META,2023-12-01 05:00:00+00:00,325.48,326.86,320.76,324.82,15276377.0,235716.0,323.702459
META,2023-12-04 05:00:00+00:00,317.29,320.86,313.66,320.02,19038111.0,290759.0,317.514371
META,2023-12-05 05:00:00+00:00,318.98,321.88,315.39,318.29,16954525.0,232688.0,318.231453
META,2023-12-06 05:00:00+00:00,321.93,322.25,317.04,317.45,11294967.0,172231.0,319.087092
META,2023-12-07 05:00:00+00:00,317.77,328.24,317.77,326.59,15909235.0,227905.0,325.322893
META,2023-12-08 05:00:00+00:00,323.09,333.17,323.0,332.75,14084037.0,186291.0,330.656999
META,2023-12-11 05:00:00+00:00,329.4,329.89,319.995,325.28,25806733.0,348460.0,323.974242
META,2023-12-12 05:00:00+00:00,324.6,334.47,324.56,334.22,18490266.0,245541.0,331.234158
META,2023-12-13 05:00:00+00:00,333.93,338.37,332.64,334.74,16353326.0,240675.0,335.182702
META,2023-12-14 05:00:00+00:00,333.85,334.7,328.6371,333.17,19609260.0,287095.0,332.078723
META,2023-12-15 05:00:00+00:00,331.99,338.66,331.22,334.92,31770611.0,247297.0,335.078407
META,2023-12-18 05:00:00+00:00,337.48,347.56,337.02,344.62,18995094.0,275008.0,344.13996
META,2023-12-19 05:00:00+00:00,345.58,353.6,345.12,350.36,17732073.0,259292.0,350.55533
META,2023-12-20 05:00:00+00:00,348.65,354.96,347.79,349.28,16374378.0,242312.0,351.206044
META,2023-12-21 05:00:00+00:00,352.98,356.405,349.21,354.09,15291776.0,213211.0,352.64472
META,2023-12-22 05:00:00+00:00,355.58,357.1999,351.22,353.39,11769260.0,177318.0,353.892358
META,2023-12-26 05:00:00+00:00,354.99,356.98,353.45,354.83,9899365.0,150715.0,355.038899
META,2023-12-27 05:00:00+00:00,356.07,359.0,355.31,357.83,13209491.0,172361.0,357.456278
META,2023-12-28 05:00:00+00:00,359.7,361.9,357.81,358.32,11831037.0,196566.0,359.642012
META,2023-12-29 05:00:00+00:00,358.99,360.0,351.82,353.96,14984375.0,215446.0,354.536041
META,2024-01-02 05:00:00+00:00,351.32,353.16,340.01,346.29,19046256.0,305010.0,344.829876
META,2024-01-03 05:00:00+00:00,344.98,347.95,343.175,344.47,15452870.0,218294.0,345.135317
META,2024-01-04 05:00:00+00:00,344.5,348.1499,343.3987,347.12,12101235.0,172433.0,346.474499
META,2024-01-05 05:00:00+00:00,346.99,353.5,346.2601,351.95,13746138.0,215065.0,351.088649
